id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1032_Fetures_interest_MSV000079949_SIRIUS_fix_212036	C13H16O3	[M + H]+	Shikimates and Phenylpropanoids	0.891176164	Phenylpropanoids (C6-C3)	0.531453967	Cinnamic acids and derivatives	0.393485397	Anisoles	0.962503076			Anisoles	0.962503076	Phenol ethers	0.974426746	Benzenoids	0.999868989	Organic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities
1034_Fetures_interest_MSV000079949_SIRIUS_fix_2122137	C26H40N4O7	[M + H]+	Amino acids and Peptides	0.991777062	Small peptides	0.982925177	Tripeptides	0.946339726	Oligopeptides	0.989419699	Peptides	0.999673247	"Amino acids, peptides, and analogues"	0.999983788	Carboxylic acids and derivatives	0.999983191	Organic acids and derivatives	0.999999762	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Glutamic acid and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1035_Fetures_interest_MSV000079949_SIRIUS_fix_2122157	C26H40N4O7	[M + H]+	Amino acids and Peptides	0.976501048	Small peptides	0.663065135	Tripeptides	0.764933825	Oligopeptides	0.993315399	Peptides	0.998398244	"Amino acids, peptides, and analogues"	0.999813855	Carboxylic acids and derivatives	0.999958634	Organic acids and derivatives	0.999994397	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Glutamic acid and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1036_Fetures_interest_MSV000079949_SIRIUS_fix_2124626	C24H44NO9P	[M + H]+	Fatty acids	0.999406338	Glycerophospholipids	0.999996662	Glycerophosphoserines	0.999999285	1-acyl-glycerol-3-phosphoserines	0.992666304	Lysophosphatidylserines	0.999768794	Glycerophosphoserines	1	Glycerophospholipids	0.999923229	Lipids and lipid-like molecules	0.999969006	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylserines; Secondary alcohols; 1-acyl-glycerol-3-phosphoserines; Carbonyl compounds; Glycerophosphoserines; Alpha amino acids; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1037_Fetures_interest_MSV000079949_SIRIUS_fix_2124688	C24H44NO9P	[M + H]+	Fatty acids	0.998702168	Glycerophospholipids	0.999993682	Glycerophosphoserines	0.999984145	1-acyl-glycerol-3-phosphoserines	0.980159283	Lysophosphatidylserines	0.998672009	Glycerophosphoserines	1	Glycerophospholipids	0.99994278	Lipids and lipid-like molecules	0.999970675	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylserines; Secondary alcohols; 1-acyl-glycerol-3-phosphoserines; Carbonyl compounds; Glycerophosphoserines; Alpha amino acids; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1038_Fetures_interest_MSV000079949_SIRIUS_fix_2124868	C24H44NO9P	[M + H]+	Fatty acids	0.999296665	Glycerophospholipids	0.99999249	Glycerophosphoserines	0.999950051	1-acyl-glycerol-3-phosphoserines	0.970885634	Lysophosphatidylserines	0.994728506	Glycerophosphoserines	0.999999881	Glycerophospholipids	0.999887586	Lipids and lipid-like molecules	0.999963999	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylserines; Secondary alcohols; 1-acyl-glycerol-3-phosphoserines; Carbonyl compounds; Glycerophosphoserines; Alpha amino acids; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1039_Fetures_interest_MSV000079949_SIRIUS_fix_2127390	C26H47N7O4	[M + H]+	Terpenoids	0.841563046	Steroids	0.987537801	Cholane steroids	0.291560411	"Trihydroxy bile acids, alcohols and derivatives"	0.555460572	"Hydroxy bile acids, alcohols and derivatives"	0.998357713	"Bile acids, alcohols and derivatives"	0.993879557	Steroids and steroid derivatives	0.998800635	Lipids and lipid-like molecules	0.999945045	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Trihydroxy bile acids, alcohols and derivatives; N-acyl-alpha amino acids and derivatives; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Carboximidamides; 7-hydroxysteroids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
104_Fetures_interest_MSV000079949_SIRIUS_fix_109354	C7H5O5P	[M + H]+	Shikimates and Phenylpropanoids	0.772167027	Coumarins	0.709280491	Simple coumarins	0.608766258	Pyranones and derivatives	0.711873889			Pyranones and derivatives	0.711873889	Pyrans	0.417120874	Organoheterocyclic compounds	0.648652375	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Pyranones and derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1040_Fetures_interest_MSV000079949_SIRIUS_fix_2127396	C30H51NO6	[M + H]+	Terpenoids	0.999904037	Steroids	0.999983072	Cholane steroids	0.989180326	Glycinated bile acids and derivatives	0.992835939	Glycinated bile acids and derivatives	0.992835939	"Bile acids, alcohols and derivatives"	0.999989986	Steroids and steroid derivatives	0.99996984	Lipids and lipid-like molecules	0.999999881	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Dihydroxy bile acids, alcohols and derivatives; Carboxylic acid derivatives; N-acyl amines; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; N-acyl-alpha amino acids; 3-hydroxysteroids; 7-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1041_Fetures_interest_MSV000079949_SIRIUS_fix_2127405	C30H51NO6	[M + H]+	Fatty acids	0.692766488	Steroids	0.174481109	Cholane steroids	0.301195949	Amino acids and derivatives	0.554533899	Amino acids and derivatives	0.554533899	"Amino acids, peptides, and analogues"	0.559854388	Carboxylic acids and derivatives	0.827111781	Organic acids and derivatives	0.93526721	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1042_Fetures_interest_MSV000079949_SIRIUS_fix_212825	C9H20N2O4	[M + H]+	Amino acids and Peptides	0.731469691	Small peptides	0.44750163	Dipeptides	0.1653063	Carboxylic acids and derivatives	0.791149497					Carboxylic acids and derivatives	0.791149497	Organic acids and derivatives	0.944908977	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1043_Fetures_interest_MSV000079949_SIRIUS_fix_2128956	C24H46N2O6S2	[M + H]+	Terpenoids	0.202438474	Steroids	0.673175514	Cholane steroids	0.31858924	"Hydroxy bile acids, alcohols and derivatives"	0.930502951	"Hydroxy bile acids, alcohols and derivatives"	0.930502951	"Bile acids, alcohols and derivatives"	0.929101348	Steroids and steroid derivatives	0.717024148	Lipids and lipid-like molecules	0.996785164	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Sulfonyls; Organosulfonic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Amines; Alkanesulfonic acids and derivatives; 12-hydroxysteroids; Alkanesulfonic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1044_Fetures_interest_MSV000079949_SIRIUS_fix_212912	C9H20N2O4	[M + H]+	Amino acids and Peptides	0.947199166	Small peptides	0.94576025	Dipeptides	0.927681148	Dipeptides	0.638981938	Peptides	0.416781187	"Amino acids, peptides, and analogues"	0.840073049	Carboxylic acids and derivatives	0.922006905	Organic acids and derivatives	0.971915901	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"
1046_Fetures_interest_MSV000079949_SIRIUS_fix_212937	C14H20O2	[M + H]+	Terpenoids	0.696968436	Sesquiterpenoids	0.694801033	Bisabolane sesquiterpenoids	0.320362657	Phenols	0.547297716					Phenols	0.547297716	Benzenoids	0.639823675	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1047_Fetures_interest_MSV000079949_SIRIUS_fix_213140	C14H20O2	[M + H]+	Terpenoids	0.898257911	Meroterpenoids	0.554541767	Catechols with side chains	0.352593899	Hydroquinones	0.586075604	Hydroquinones	0.586075604	Benzenediols	0.896226346	Phenols	0.837917387	Benzenoids	0.983172536	Organic compounds; Phenols; Hydroquinones; Organooxygen compounds; Benzenediols; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
